canonical_id,summary,primary_category,secondary_categories,scope,current_status,included_in_current_total,historical_event_ids,incoming_relationship_ids,outgoing_relationship_ids,affected_targets,current_docs,related_adrs,adr_coverage,adr_warranted,reviewer_notes
DEA-CANON-0243,The low-level floating runtime binding module is sys.real rather than an expansion of sys.rt.,Standard library,,L1,Retained,Yes,DEA-DEC-0252,,,L1,l1/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0244,Public real APIs use explicit _f and _d suffixes rather than overloading.,Standard library,,L1,Retained,Yes,DEA-DEC-0253,,,L1,l1/docs/reference/standard-library.md,l1/docs/decisions/0005-floating-point-semantics.md,Partially covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0245,"std.real is a thin library over the runtime boundary, not a collection of compiler intrinsics or backend special cases.",Runtime,,L1,Retained,Yes,DEA-DEC-0254,,,L1,l1/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0246,Multi-result public real helpers use small result structs while sys.real uses output parameters internally.,Standard library,,L1,Retained,Yes,DEA-DEC-0255,,,L1,l1/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0247,C99 real wrappers live in a separate l1_real.h included only when generated code uses sys.real.,Runtime,,L1,Retained,Yes,DEA-DEC-0256,,,L1,l1/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0248,Host math-library linkage is conditional on actual sys.real/std.real helper use; plain float or double use does not trigger it.,ABI and linking,,L1,Retained,Yes,DEA-DEC-0257,,,L1,l1/docs/reference/standard-library.md,,Not covered,Yes,Combines the positive rule and its logically implied plain-scalar exclusion. Included in the prioritized missing-ADR backlog.
DEA-CANON-0249,"Shared numeric helpers are partitioned so integer helpers occupy an integer-focused module, floating helpers remain in std.real, and bit-centric helpers remain outside that module.",Standard library,,Shared L0/L1,Retained,Yes,DEA-DEC-0258,,,Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,l0/docs/decisions/0015-stdlib-module-boundaries.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0250,The integer-focused shared helper module initially retained the public name std.math.,Standard library,,Shared L0/L1,Superseded,No,DEA-DEC-0259,,DEA-REL-0049,Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,l0/docs/decisions/0015-stdlib-module-boundaries.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0251,Shared public int helper names are unsuffixed rather than using an _i suffix.,Standard library,,Shared L0/L1,Retained,Yes,DEA-DEC-0260,,,Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,,Not covered,Yes,The shared integer API naming rule is durable and cross-level but absent from current ADRs. Included in the prioritized missing-ADR backlog.
DEA-CANON-0252,"Invalid divisor, clamp, and alignment preconditions use assertions.",Standard library,,Shared L0/L1,Retained,Yes,DEA-DEC-0261,,,Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0253,div_floor and div_ceil return int and require the mathematical result to be representable.,Standard library,,Shared L0/L1,Retained,Yes,DEA-DEC-0262,,,Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0254,"abs, gcd, lcm, pow, isqrt, align_down, and align_up return int? on domain or representability failure.",Standard library,,Shared L0/L1,Retained,Yes,DEA-DEC-0263,,,Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,,Not covered,Yes,Nullable failure for checked integer helpers is a cross-level public API rule without ADR coverage. Included in the prioritized missing-ADR backlog.
DEA-CANON-0255,The checked absolute-value helper is named abs rather than abs_checked.,Standard library,,Shared L0/L1,Retained,Yes,DEA-DEC-0264,,,Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0256,Signed gcd returns int? because its nonnegative result may be unrepresentable in signed int.,Standard library,,Shared L0/L1,Retained,Yes,DEA-DEC-0265,,,Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0257,is_aligned returns bool and treats invalid alignment as a precondition failure.,Standard library,,Shared L0/L1,Retained,Yes,DEA-DEC-0266,,,Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0258,Generic integer helpers move from std.time to the integer helper module or delegate to it.,Standard library,,Shared L0/L1,Retained,Yes,DEA-DEC-0267,,,Shared L0/L1,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,l0/docs/decisions/0015-stdlib-module-boundaries.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0259,Diagnostic columns count Unicode code points while source offsets remain byte-based; terminal display width is outside the compiler contract.,Diagnostics and recovery,Portability,Shared L0/L1,Retained,Yes,DEA-DEC-0268 | DEA-DEC-0467,DEA-REL-0009,DEA-REL-0009,L1 Stage 1 | Shared | Shared L0/L1,docs/decisions/0009-logical-lexer-error-recovery-tokens-and-codepoint-columns.md | docs/specs/language/source-text-and-language-vocabulary.md,docs/decisions/0009-logical-lexer-error-recovery-tokens-and-codepoint-columns.md,Directly covered,Yes,This is the retained successor to the byte-counted L1 column rule.
DEA-CANON-0260,"Top-level let declarations may use arbitrary runtime expressions, with constants initialized directly and other expressions deferred.",Language semantics,,L1,Retained,Yes,DEA-DEC-0269,,,L1,l1/docs/reference/design-decisions.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0261,"In legacy whole-program output, deferred top-level lets are initialized by hidden per-module helpers invoked before user main.",Backend and C emission,,L1 Stage 1,Retained,Yes,DEA-DEC-0270,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0020-per-module-backend-and-lifecycle-abi.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0262,Module initialization order follows dependency order and then import source order deterministically.,Runtime,,L1,Retained,Yes,DEA-DEC-0271,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0020-per-module-backend-and-lifecycle-abi.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0263,read_delim and read_delim_any consume and exclude the delimiter; EOF returns null only if no byte was accumulated.,Standard library,,L1,Retained,Yes,DEA-DEC-0272,,,L1 | L1 Stage 1,l1/docs/reference/standard-library.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0264,read_delim_ws skips leading ASCII whitespace and returns null only when EOF precedes a token.,Standard library,,L1,Retained,Yes,DEA-DEC-0273,,,L1 | L1 Stage 1,l1/docs/reference/standard-library.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0265,"Wide integer parsers accept bases 2 through 16, allow leading zeros, reject plus signs and base prefixes, and return null on invalid or out-of-range input.",Standard library,,L1,Retained,Yes,DEA-DEC-0274,,,L1 | L1 Stage 1,l1/docs/reference/standard-library.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0266,Floating-point text parsing remains deferred.,Standard library,,L1,Deferred,Yes,DEA-DEC-0275,,,L1 | L1 Stage 1,l1/docs/reference/standard-library.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0267,"Binary &, |, and ^ return the operands' common integer type and require an explicit cast across signedness.",Type system,,L1,Retained,Yes,DEA-DEC-0276,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0268,Unary bitwise complement preserves its integer operand type.,Type system,,L1,Retained,Yes,DEA-DEC-0277,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0269,"Shift results have the left operand's integer type, while the right operand must be unsigned or nonnegative.",Type system,,L1,Retained,Yes,DEA-DEC-0278,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0270,Signed right shift is arithmetic and unsigned right shift is logical.,Language semantics,,L1,Retained,Yes,DEA-DEC-0279,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Partially covered,Yes,One atomic historical event.
DEA-CANON-0271,Bitwise operators are not defined for bool.,Type system,,L1,Retained,Yes,DEA-DEC-0280,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0272,Bitwise constant folding uses fixed-width integer range rules and rejects negative or out-of-width shifts.,Semantic analysis,,L1 Stage 1,Retained,Yes,DEA-DEC-0281,,,L1 | L1 Stage 1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0004-wide-integer-types.md,Partially covered,Yes,One atomic historical event.
DEA-CANON-0273,"Bitwise precedence follows the C-family ordering: ~, shifts, &, ^, then |.",Language syntax,,L1,Retained,Yes,DEA-DEC-0282,,,L1,l1/docs/reference/grammar.md,,ADR not warranted,No,One atomic historical event.
DEA-CANON-0274,L1 const syntax is top-level const NAME: T = EXPR with both type and initializer required.,Language syntax,,L1,Retained,Yes,DEA-DEC-0283,,,L1,l1/docs/reference/grammar.md,l1/docs/decisions/0006-const-declarations.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0275,A const initializer must be accepted by the compile-time constant evaluator and never falls back to module initialization.,Language semantics,,L1,Retained,Yes,DEA-DEC-0284,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0006-const-declarations.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0276,"Const bindings cannot be assigned, dropped, or used as mutable addressable storage.",Language semantics,,L1,Retained,Yes,DEA-DEC-0285,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0006-const-declarations.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0277,Block-local const is deferred and explicitly rejected.,Language syntax,,L1,Deferred,Yes,DEA-DEC-0286,,,L1,l1/docs/reference/grammar.md,l1/docs/decisions/0006-const-declarations.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0278,Top-level const initially lowered as static const C storage.,Backend and C emission,,L1 Stage 1,Superseded,No,DEA-DEC-0287,,DEA-REL-0029,L1 | L1 Stage 1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0006-const-declarations.md | l1/docs/decisions/0008-lbi-symbol-mangling.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0279,Const does not imply constexpr function evaluation beyond the existing folder.,Semantic analysis,,L1,Retained,Yes,DEA-DEC-0288,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0006-const-declarations.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0280,"Function-pointer type syntax is func(T1, ...) -> U, with func() -> U for zero arguments and void for no result.",Language syntax,,L1,Retained,Yes,DEA-DEC-0289,,,L1,l1/docs/reference/grammar.md,l1/docs/decisions/0007-function-pointer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0281,L1 function types are always pointer-valued; the language does not distinguish function from pointer-to-function types.,Type system,,L1,Retained,Yes,DEA-DEC-0290,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0007-function-pointer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0282,"A nullable function pointer is parenthesized as (func(...) -> U)?, while func(...) -> U? has a nullable return.",Language syntax,,L1,Retained,Yes,DEA-DEC-0291,,,L1,l1/docs/reference/grammar.md,l1/docs/decisions/0007-function-pointer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0283,Calling a null function pointer is a runtime error.,Runtime,,L1,Retained,Yes,DEA-DEC-0292,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0007-function-pointer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0284,"Function-pointer compatibility requires exact parameter arity, parameter types, and return type with no variance.",Type system,,L1,Retained,Yes,DEA-DEC-0293,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0007-function-pointer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0285,A bare top-level function name evaluates to a pointer with that function's signature.,Language semantics,,L1,Retained,Yes,DEA-DEC-0294,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0007-function-pointer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0286,Function pointers use the plain C function-pointer ABI representation.,ABI and linking,,L1,Retained,Yes,DEA-DEC-0295,,,L1,l1/docs/specs/compiler/abi.md,l1/docs/decisions/0007-function-pointer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0287,"Same-signature function pointers support identity equality and null checks, while ordering comparisons are rejected.",Language semantics,,L1,Retained,Yes,DEA-DEC-0296,,,L1,l1/docs/reference/design-decisions.md,l1/docs/decisions/0007-function-pointer-types.md,Directly covered,Yes,One atomic historical event.
DEA-CANON-0288,String == and != use byte-content value equality rather than identity.,Language semantics,,L1,Retained,Yes,DEA-DEC-0297,,,L1,l1/docs/reference/design-decisions.md,l0/docs/decisions/0016-string-value-operators.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0289,String equality requires two string operands and introduces no implicit coercion.,Type system,,L1,Retained,Yes,DEA-DEC-0298,,,L1,l1/docs/reference/design-decisions.md,l0/docs/decisions/0016-string-value-operators.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0290,String ordering is byte-wise lexicographic; locale-aware ordering belongs in a library rather than operator semantics.,Language semantics,,L1,Retained,Yes,DEA-DEC-0299,,,L1,l1/docs/reference/design-decisions.md,l0/docs/decisions/0016-string-value-operators.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0291,String relational operators require two string operands and yield bool without coercion.,Type system,,L1,Retained,Yes,DEA-DEC-0300,,,L1,l1/docs/reference/design-decisions.md,l0/docs/decisions/0016-string-value-operators.md,Covered as part of a broader ADR,Yes,One atomic historical event.
DEA-CANON-0292,"Same-type non-nullable pointers, including void*, support == and != as reference identity.",Language semantics,,L1,Retained,Yes,DEA-DEC-0301,,,L1,l1/docs/reference/design-decisions.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
DEA-CANON-0293,"Equality between different pointer types is rejected, including T* versus void* without an explicit cast.",Type system,,L1,Retained,Yes,DEA-DEC-0302,,,L1,l1/docs/reference/design-decisions.md,,Not covered,Yes,Included in the prioritized missing-ADR backlog.
