event_id,source_type,source_path,local_id,date,summary,primary_category,secondary_categories,scope,status,explicitness,confidence,evidence_section,line_start,line_end,evidence_paraphrase,alternatives,rationale,current_docs,related_adrs,canonical_id,adr_coverage,adr_recommendation,included_in_primary_total,reviewer_notes
DEA-DEC-0138,Plan,l0/work/plans/tools/closed/2026-03-13-linux-ci-workflow.md,D01,2026-03-13,GitHub Actions compiler validation delegates to make test-all as its single orchestration entrypoint rather than duplicating test commands in workflow YAML.,Repository and process architecture,,Repository/tooling,Retained,Explicit,High,Goals,38,44,The workflow reuses the top-level validation target as the source of truth.,Encode each test suite directly in YAML | Maintain CI-specific test scripts,Local and hosted validation execute the same orchestration contract.,.github/workflows/l0-ci.yml | l0/CLAUDE.md,,DEA-CANON-0132,Not covered,Candidate P2 ADR: validation orchestration tiers,Yes,
DEA-DEC-0139,Plan,l0/work/plans/tools/closed/2026-03-13-linux-docker-test-workflow.md,D01,2026-03-13,Docker validation is explicitly opt-in and never an implicit dependency of normal host Make targets or CI.,Repository and process architecture,Portability,Repository/tooling,Retained,Explicit,High,Summary / Goals,22,42,make docker is developer-triggered and preserves host-side defaults.,Run default tests inside Docker | Require Docker for development | Make CI container-only,A reproducible Linux environment is available without displacing native workflows.,l0/CLAUDE.md | l0/README.md,,DEA-CANON-0133,Not covered,Candidate P3 ADR: optional container validation,Yes,
DEA-DEC-0140,Plan,l0/work/plans/tools/closed/2026-03-13-linux-docker-test-workflow.md,D02,2026-03-13,The repository-owned Docker environment is a thin wrapper that invokes existing Make targets rather than defining Docker-only test orchestration.,Repository and process architecture,,Repository/tooling,Retained,Explicit,High,Developer entrypoint / Risks and Notes,61,68,make docker requires a target and delegates behavior to the normal Make surface.,Duplicate compiler/test commands in the image entrypoint | Define a separate Docker test suite,There remains one validation definition across host and container execution.,l0/CLAUDE.md | l0/Makefile,,DEA-CANON-0134,Not covered,Candidate P3 ADR: optional container validation,Yes,
DEA-DEC-0141,Plan,l0/work/plans/tools/closed/2026-03-13-windows-dev-install-and-prefix-workflow.md,D01,2026-03-13,Repo-local and installed layouts provide native cmd.exe activation alongside the existing POSIX/MSYS2 activation path.,CLI and distribution,Portability,L0,Retained,Explicit,High,Current State,50,59,Both layouts emit l0-env.cmd while preserving l0-env.sh.,Require manual PATH edits in native shells | Support only MSYS2 bash,The same artifact layout can be activated from supported native and POSIX-style Windows shells.,l0/docs/user/README-WINDOWS.md | l0/docs/specs/compiler/stage2-contract.md,,DEA-CANON-0135,Not covered,Candidate P2 ADR: L0 relocatable artifact contract,Yes,
DEA-DEC-0142,Plan,l0/work/plans/tools/closed/2026-03-13-windows-dev-install-and-prefix-workflow.md,D02,2026-03-13,Activation scripts own PATH and L0_HOME setup but do not force L0_SYSTEM or L0_RUNTIME_INCLUDE.,CLI and distribution,Repository and process architecture,L0,Retained,Explicit,High,Generate Windows-native activation scripts,90,109,The generated activation contract adds bin and sets layout root while avoiding lower-level path overrides.,Export every derived resource path | Require users to set L0_HOME separately,Compiler default resolution stays centralized and explicit user overrides remain authoritative.,l0/docs/specs/compiler/cli-contract.md | l0/docs/user/README-WINDOWS.md,docs/decisions/0003-shared-cli-contract.md,DEA-CANON-0136,Covered as part of a broader ADR,Covered,Yes,
DEA-DEC-0143,Plan,l0/work/plans/tools/closed/2026-03-15-stage2-dist-target.md,D01,2026-03-15,Distribution packaging reuses the installed-prefix layout so L0 has one relocatable runtime contract.,CLI and distribution,Repository and process architecture,L0 Stage 2,Retained,Explicit,High,Goals,34,44,make dist packages the existing prefix shape rather than introducing a second runtime layout.,Define an archive-only layout | Package only the compiler binary,Install and archive workflows exercise the same launcher/resource assumptions.,l0/docs/specs/compiler/stage2-contract.md | l0/docs/reference/architecture.md,,DEA-CANON-0137,Not covered,Candidate P1 ADR: L0 relocatable artifact contract,Yes,
DEA-DEC-0144,Plan,l0/work/plans/tools/closed/2026-03-15-stage2-dist-target.md,D02,2026-03-15,Host-native distribution archives use zip on Windows and tar.gz on POSIX hosts.,CLI and distribution,Portability,L0,Retained,Explicit,High,Goals,36,40,The archive format is selected by host platform.,Use zip everywhere | Use tar.gz everywhere | Produce both formats per host,Each platform receives a conventional extraction format.,l0/docs/specs/compiler/stage2-contract.md | l0/docs/user/README.md,,DEA-CANON-0138,Not covered,Candidate P1 ADR: L0 relocatable artifact contract,Yes,
DEA-DEC-0145,Plan,l0/work/plans/tools/closed/2026-03-15-stage2-dist-target.md,D03,2026-03-15,"A distribution archive unpacks to a dea-l0 root and its filename encodes level, host OS/architecture, and UTC build time.",CLI and distribution,,L0,Retained,Explicit,High,Goals,40,44,The plan fixes the top-level directory and host/timestamp archive naming contract.,Unpack files at archive root | Use an unqualified compiler-only archive name,Stable layout prevents collisions and exposes provenance before extraction.,l0/docs/specs/compiler/stage2-contract.md | l0/docs/reference/architecture.md,,DEA-CANON-0139,Not covered,Candidate P1 ADR: L0 relocatable artifact contract,Yes,
DEA-DEC-0146,Plan,l0/work/plans/tools/closed/2026-03-16-github-release-workflow-noref.md,D01,2026-03-16,Stable L0 release tags trigger a multi-platform workflow that publishes binary archives as a GitHub Release.,CLI and distribution,Repository and process architecture,L0,Retained,Explicit,High,Goals,30,38,A pushed release tag is the publication trigger for archive builds and release creation.,Manual-only releases | Publish archives outside GitHub Releases | Build releases on branch pushes,The tag binds one immutable source revision to one release artifact set.,.github/workflows/l0-release.yml | l0/docs/releases/README.md,,DEA-CANON-0140,Not covered,Candidate P0 ADR: L0 release identity and publication contract,Yes,
DEA-DEC-0147,Plan,l0/work/plans/tools/closed/2026-03-16-github-release-workflow-noref.md,D02,2026-03-16,"Release identity initially uses date-based vYYYY-MM-DD tags, with a UTC time suffix for multiple releases on one date; the tag is the version source of truth.",CLI and distribution,Repository and process architecture,L0,Superseded,Explicit,High,Versioning Scheme,48,58,The plan chooses date tags and derives the injected VERSION value by removing v.,Semantic versions | Commit-hash versions | A manually maintained VERSION file,Date tags supplied a simple initial release identity before level-prefixed semantic versioning.,l0/docs/releases/README.md | .github/workflows/l0-release.yml,,DEA-CANON-0141,Not covered,Candidate P0 ADR should record the current l0-vX.Y.Z successor and this history,Yes,
DEA-DEC-0148,Plan,l0/work/plans/tools/closed/2026-03-16-github-release-workflow-noref.md,D03,2026-03-16,"L0 binary releases target Linux x86_64, macOS x86_64, macOS arm64, and Windows x86_64.",Portability,CLI and distribution,L0,Retained,Explicit,High,Binary Matrix,60,70,The release matrix fixes four host/architecture artifacts and their toolchains/formats.,Source-only releases | A smaller Linux-only matrix | Universal macOS binaries,The published toolchain covers the project's supported desktop host set.,.github/workflows/l0-release.yml | l0/docs/project-status.md,,DEA-CANON-0142,Not covered,Candidate P1 ADR: supported host/toolchain tiers,Yes,
DEA-DEC-0149,Plan,l0/work/plans/tools/closed/2026-03-16-github-release-workflow-noref.md,D04,2026-03-16,Release workflows inject an uncommitted VERSION artifact derived from the release identity into binary distributions.,CLI and distribution,Repository and process architecture,L0,Retained,Explicit,High,Versioning Scheme,50,55,VERSION is generated during packaging from the tag and is deliberately not committed.,Commit and manually update VERSION | Derive versions only at runtime from Git,Archive consumers retain machine-readable identity even without repository metadata.,l0/docs/specs/compiler/stage2-contract.md | .github/workflows/l0-release.yml,,DEA-CANON-0143,Not covered,Candidate P0 ADR: L0 release identity and publication contract,Yes,
DEA-DEC-0150,Plan,l0/work/plans/tools/closed/2026-03-16-github-release-workflow-noref.md,D05,2026-03-16,"Binary distributions bundle README, examples, and normative reference documentation, but exclude plans, proposals/specs, attic material, and contributor documentation.",CLI and distribution,Repository and process architecture,L0,Retained,Explicit,High,Archive Contents,77,100,The plan defines the offline orientation/reference payload and explicit exclusions.,Ship only executable/runtime files | Bundle the full repository documentation tree,Users get runnable examples and language references without carrying development history.,l0/docs/specs/compiler/stage2-contract.md | l0/docs/user/README.md,,DEA-CANON-0144,Not covered,Candidate P1 ADR: L0 relocatable artifact contract,Yes,
DEA-DEC-0151,Plan,l0/work/plans/tools/closed/2026-03-16-github-release-workflow-noref.md,D06,2026-03-16,SHA-256 checksums are the initial release integrity mechanism; artifact signing is deferred.,CLI and distribution,Repository and process architecture,L0,Retained,Explicit,High,Non-Goals / Checksums,40,45,The plan explicitly chooses checksums while deferring GPG and sigstore signing.,GPG signatures | Sigstore attestations | No integrity manifest,A single cross-platform checksum manifest provides an immediately deployable verification baseline.,l0/docs/releases/README.md | .github/workflows/l0-release.yml,,DEA-CANON-0145,Not covered,Candidate P1 ADR: L0 release integrity and provenance,Yes,
DEA-DEC-0152,Plan,l0/work/plans/tools/closed/2026-03-16-github-release-workflow-noref.md,D07,2026-03-16,Manual snapshot builds publish the same artifact matrix as a prerelease under a workflow-created snapshot tag.,CLI and distribution,Repository and process architecture,L0,Retained,Explicit,High,Snapshot workflow,182,190,A separate workflow_dispatch path creates a stable snapshot ref and prerelease.,Keep snapshots as ephemeral workflow artifacts | Use nightly scheduled snapshots | Reuse stable release tags,Ad hoc builds remain downloadable and identifiable without entering the stable release line.,.github/workflows/l0-snapshot.yml,,DEA-CANON-0146,Not covered,Candidate P1 ADR: L0 release identity and publication contract,Yes,
DEA-DEC-0153,Plan,l0/work/plans/tools/closed/2026-03-16-github-release-workflow-noref.md,D08,2026-03-16,Release bodies are initially generated automatically from the Git log since the previous tag.,Repository and process architecture,CLI and distribution,Repository/tooling,Superseded,Explicit,High,Release notes generation,192,208,The publisher derives its body from commit subjects in the previous-tag range.,Curated checked-in release bodies | GitHub auto-generated notes | A maintained changelog,The first release automation avoided a separate release-note maintenance process.,l0/docs/releases/README.md | .github/workflows/l0-release.yml,,DEA-CANON-0147,Not covered,Candidate P0 ADR should record the current curated-release-body successor,Yes,
DEA-DEC-0154,Plan,l0/work/plans/bug-fixes/closed/2026-03-17-darwin-arm64-triple-bootstrap-native-mismatch-noref.md,D01,2026-03-17,"Darwin native bootstrap identity disables ad-hoc signing, removes residual code signatures, and strips metadata before comparison while retaining raw retained-C identity.",Bootstrap and self-hosting,Portability,L0 Stage 2,Superseded,Explicit,High,Fix Plan,29,36,The linker and comparison pipeline normalize Darwin-specific UUID/signature metadata.,Skip Darwin native comparison | Compare signed binaries directly,Code signatures can differ even when compiler output is stable.,l0/compiler/stage2_l0/tests/l0c_triple_bootstrap_test.py,l0/docs/decisions/0014-bootstrap-self-hosting-strategy.md,DEA-CANON-0148,Partially covered,Update ADR-0014 with platform normalization,Yes,The July Darwin policy narrows the former blanket normalization rule: arm64 executables now retain loader-required UUID and signature commands and normalize only comparison copies.
DEA-DEC-0155,Plan,l0/work/plans/bug-fixes/closed/2026-03-21-chirpy-blog-export-link-target-parity-noref.md,D01,2026-03-21,Manual documentation publishing keeps blog synchronization opt-in by default.,Repository and process architecture,CLI and distribution,Repository/tooling,Retained,Explicit,High,Scope Of This Fix / Progress,46,59,publish_blog defaults false so ordinary manual documentation runs do not update the external blog.,Enable blog publication by default | Always publish every generated surface together,Cross-repository publication requires a deliberate action.,.github/workflows/l0-docs-publish.yml,,DEA-CANON-0149,Not covered,Candidate P1 ADR: CI publication authorization boundaries,Yes,
